pool_default,Mx794472c4e822317dd6ad2cce948477cbd601cac3,0,233.6695590464,1100
pool_default,Mx019b7228eb6dd8db7d6aed0cec5e228671c08fb2,0,1333.074,0
pool_default,Mx019b7228eb6dd8db7d6aed0cec5e228671c08fb2,0,954.69,0
pool_default,Mx61973b4a728c78171eeec61e236f36efccefad73,0,43.285,1100
pool_default,Mxdde181cc596bf77f2b103ad51739376fb2dce983,0,76279.996966278,0
other,Mx2aac0e521ba22c67ed17772f2227dbe7a9cf1d5e,500,0,100
other,Mx7f232edb3e01e8445e6bd9b2584298d293ca0dd0,5345.418,1336.3545,6100
other,Mx85df7ab9db254d2b1b6214010e27b65efe9f4a6c,0,0,100
other,Mx877da131c60ef9a44cede5cf74b6f4afd99e40f6,0,0,1100
other,Mx88ffddc2cb6f196138b74be38913e1a86098c196,0,0,1100
other,Mx15e9182ad27af61da7d7dfb7de5efb681d3be774,0,0,100
other,Mxc8cc39906417676319132791664aedf1ff65922a,0,0,1100
pool_default,Mx05cf3036cf0a5b592523facb36372689c2551928,0,46.0552768424,1100
other,Mx54774d26dcd04f1ddd47342e661b2f6720d345ce,0,0,1100
other,Mx1c7568a2b5de8fcce0b01f744bdd15900c1f1498,0,0,1100
pool_default,Mx8d1966f2c5339b0f3841558860721735e83db8c2,0,200.3662145504,1100
pool_default,Mxa750555f4626eef9f898b85c72ad06aeed365205,0,45.48315935975,1100
other,Mx4672d768eabb11c1fd048a7d2ab69645e7da48e3,0,0,1100
other,Mxcace9207296479aea92a914784aaa5577042f6ab,0,0,1100
pool_default,Mxbfe5b2081daaf88074171b4823ddf99c4b6cf31e,0,694.48415433,0
other,Mxb566a52500ef7be0c70e2f839542f8a268dd62fb,0,0,1100
other,Mxf0294d1f36bec1bf830366b2f9ecd44cbdae67d3,0,0,1100
other,Mxd2178dd9eb37d659ea053d9ee430c736bf166255,0,0,1100
pool_default,Mxa380476da425bab0504a77d6d428924dc02a022d,0,281.4333342976,1100
other,Mxf0794af8dccb8728c9e21ffef9ea249c26296c6f,0,0,1100
pool_default,Mx59ea586c0f91b728939f88d5a0e1c870483ed91f,0,4.23975,6100
other,Mx3fae25ee3a8bc39ebfbe146200bd23d958c0efa9,0,0,1100
pool_default,Mx4bab8542fb0de95863701d61883466707fc703f0,0,18797.7115,1100
other,Mx33024e7eb261861e7f3d735ddf17027ceee1176e,0,0,100
other,Mxf350e6d06e9a261305837f59ac247a5c7309cd4a,0,0,1100
other,Mxa06786694353dc0c676535f7141c76359c225123,0,0,100
other,Mxd9b8f363d8e1891a6e950e5acedef506ca68dc12,0,0,1100
other,Mxb2e1ac1ca6856061354a482097aeebf256f0ff34,0,0,1100
other,Mx69b98b93cea776b8b853d722ee7dddb3dc92de62,0,0,1100
other,Mx4c02139c525e06a82ee2604501d9444017939b5f,0,0,1100
other,Mx0044a3e467e24ee5efd8e804d9ad1c068e86a30c,1999.999998828,499.999999707,6100
other,Mx77243de619495aa20871e3de681b1b3f17e01d78,0,0,1100
other,Mx195e5d80bfd754df8b3548a949deeaf5b6dd496c,2100,0,1100
other,Mx36522a1036f201036a512f85761ac52446dcd76f,0,0,1100
other,Mxb307f919a0c5b953bba743468a8e36d915d47f66,0,0,1100
pool_default,Mx2743fc5b5da978630f6e7a7cfb22b4aa4b896cb5,0,829.51691463,1300
other,Mx6a5d6b687c9c88de20b367f61a57159bf9205693,0,0,1100
other,Mxb9782ea03987a607e05a3860c19b29f87e369a11,0,0,1100
other,Mxa57a8b1d7164bc26caa5cb64ed782c3173ab0707,0,0,6200
pool_admin,Mx5d7621d967893be139533ce1bf9fa4ee8c26e2b0,9905675.146436121752800088,2909305.51144361,29600
other,Mx490db8c5e8acd08a5eaac9b0d669bdec2bc49d4b,226,45.2,1100
other,Mx981dfb5d0c7f3f4731b6c90b22c1d53f6fc2231b,0,0,1100
other,Mx51890c1686bb5ac81760b456a8ebf81d8c96f4ee,0,0,1100
other,Mx396ffd91f5f29484cf5c7d740bcf855ecab9c543,0,0,1100
pool_default,Mx815042caf1e63bf99c677980de9d3a3b0d04dddd,0,27216.35376,6200
other,Mx1bddc549d3dc2903372b8d913d0ea1344c6231fa,0,0,1100
pool_default,Mxeecd7cb1ea7b76bf6f2d5432ab9866ae2868166f,0,0,1100
pool_default,Mxbaa38dcd9fdf35ca44c31c55d9436f88b5cdb57d,0,0,6200
pool_default,Mx2657a7a4468ad10ca7ef3dff14b9a1545d67906a,0,821.65,1100
other,Mx088ab3f94461d5d1934b5bd6f734e7cbd9b8cf85,0,0,1100
other,Mx216dcdcbd896f88ceec4a4ef1149fb45df645bc1,0,0,1100
pool_default,Mx84fa2f92ae7ed9ddc50beb42d7816ea4fc42820a,0,3954.443161916,0
pool_default,Mxb19523912d447fe9eb17b412a1bf65421095e78f,0,0,1100
other,Mxf4e7e7522584a1fa24430df5b6e4593133f47957,0,0,1100
other,Mxe2c122a938d9f398bbfeac26fb975d18d3d55d44,0,0,1100
other,Mx8377c8a531fa62372b9b22af4ff327ee675def49,1000,200,1100
pool_default,Mx84fa2f92ae7ed9ddc50beb42d7816ea4fc42820a,0,7212.902,0
other,Mx75e85a040074c05375463d45fb3e1bc3387e32bd,0,0,1100
other,Mx3c821dd80ce36e82fd03cae6272166d28974e4d5,165.655435736,41.413858934,1100
pool_default,Mx5184ccdc777ff8a363dac36adee59cb0078bd647,0,0,1100
pool_default,Mxfe10e3c6680f0fe6e7e2c8d6b7424dcd61a0f6e7,0,0,1100
other,Mxff2d03eb249b9283260338a8d405ed57975441f3,0,0,1100
other,Mx85e0fa74ec9de962b7e9f05356fe5a6badf54510,0,0,6200
other,Mx9d34839ca7e320619e92ed050eab802b72cc834d,1000,100,100
pool_default,Mx84fa2f92ae7ed9ddc50beb42d7816ea4fc42820a,0,6716.482,1100
other,Mxee1e8431fd5460cbce2dbaf08bf37396aa3f7ad5,0,0,1200
other,Mx0e9afe6a93c4139917c22bab6844aa5b00a34c5e,0,0,1100
pool_default,Mx9c790209c2f72f915cc6f57aa2c1a3fc59bfe08d,0,111.170014,0
pool_default,Mx8bbbfdbf3d542f8076c8ce11d8e8d29472813bdf,0,55,1100
other,Mx9755550105c44adf122f00ce0238e35be7c14dd4,0,0,1100
other,Mx9ba7eacf082618f607bc5cf686153c22567b065d,0,0,1100
other,Mx93ee1ea2ee88bd509b5d707f5deed7b50bd55c62,0,0,1100
pool_default,Mxf9bb222433cfc2c1c17d402c936547fd573f9787,0,0,6100
pool_default,Mx058fd467edc2ee20f3d6353f1ce457b67706e79f,0,751.2117,0
other,Mx362f1986c013ec6d4c7cb04485276037c9e6bd0e,0,0,1100
other,Mx526c1af5d608e1c2e35a5d172e2747698adab68a,0,0,5000
other,Mxea1be94e92bd9625f4ec04223415f89be210a50d,0,0,1200
other,Mxd37a54e959b8a4ae3fcc2256ed4c0d87578ef3bc,3649.371,912.34275,1100
other,Mx5d88ce152bd06dada2636261a0afed275b63d19f,3120.8,624.16,1200
other,Mx854193e8e8dfdcc0105142e04d3d1191665967d8,0,0,6100
other,Mx365250e0520d781566b78cda3b2bc54cda4137e3,0,0,1100
other,Mxbd3560e563337b59d036cbd241f73ec5cbc5b850,0,0,1100
other,Mx5a74d21983a9b8300b24c9f146627038025c8fc8,0,0,1100
pool_default,Mxaf42c54e0ad88a32dab65ae83e144fb1effcab77,0,752.80084959716,1100
other,Mx63cbafc98e3c776b340baf3b2b2da278806c5732,0,0,6100
pool_default,Mx9c790209c2f72f915cc6f57aa2c1a3fc59bfe08d,0,113.2,1100
other,Mx2d02482f514b3db901907e024cf2e32c98701d42,0,0,1100
pool_default,Mx5cc2762e1f333e6a07d2cd271dc1677a56a09d9b,0,589.968,6100
other,Mx9f58cee7bdd157b381f8c518d1b14cb96fd77bb3,0,0,1100
other,Mx5bdccf5e163bc504457ad99a09373f3f2200aa30,0,0,1100
other,Mx9a7435e542f22a3231ed6b5be965f46e21d11b5c,3660,915,1100
other,Mx83bca5dfb67c7724155056626107ddb28d8c85f2,0,0,1100
pool_default,Mx0275b8f378bb6ae3ad380ec2bfbbbf2f610c1475,0,0,1100
pool_default,Mx3a9193f66cd50eb1e56bb4582b5c63ff66511e62,0,45.415,0
other,Mx660d1fd660b0e613eb91941fb0a0af0502bcbcbe,0,0,6100
pool_default,Mx3a9193f66cd50eb1e56bb4582b5c63ff66511e62,0,0,1100
other,Mx12f229254bd8c89e4a5e2c89300e7e0c19791500,0,0,1100
pool_default,Mxcea8721b982c5d48981355abe410a73d08e35480,0,0,5000
other,Mxc232e34c176b102782b849f353e169f91201603f,1462.311,292.4622,1200
pool_default,Mx8da0c60d83794e669afdb88da544076b83dafa4a,0,0,1100
other,Mxc4e76e65245a897710190a25f7650ee875b1515d,0,0,1100
other,Mx0c7a3ec2fe5129fd62c2f32fd9ef592b876bcd71,0,0,6100
other,Mx92c22bda6b366d636ce4f65067445ebb203e5e0e,0,0,100
other,Mxea7c91800cd9ba36710b484ba1dad8584e462606,0,0,1100
pool_default,Mx6f6134715387c5a68af823e78c346208c096cc3a,0,924.6046,6100
other,Mx7e40a1198d76c516d8e8cdd0bb781e2ac3c07b5a,0,0,6100
pool_default,Mxd0145807a5ffb4de4b23e15dc2c9af3ca7af6a82,0,17.70437024975,1100
pool_default,Mxe29f37a381ccbda5e55c833560c6187babe1433a,0,2200,1100
other,Mx76b3109b012038b210fd44ab423978c5d5894e58,622.359797025946028502,155.58994925649,0
other,Mxfd20919706cd33254744763fc057f4344aa34418,205,51.25,1100
other,Mx206176bb8b6cc2b9ad629ba9bcad6d315fb39deb,251,50.2,1200
pool_default,Mxca65748f7e050b00f691519926be1ddfa68e6546,0,0,1100
pool_default,Mx526c1af5d608e1c2e35a5d172e2747698adab68a,0,999.54985,6300
pool_default,Mx351069a1fe2aa649b05b15daec1fb4d4088b5bc5,0,125000,6100
pool_default,Mxae9d7c6252c26fe5eb42671fa299665c144500a6,0,0,6100
other,Mxec27c88028f9be3b59a7abc359ae22fcd019114c,0,0,1100
pool_default,Mxbd9071f3f78a12f23db6e2d6cef2a773f9ba36b7,0,0,6100
other,Mx92398535f171724aad385ff22fbfdb1aeef16655,0,0,1100
other,Mxc6cf68995674786841bf5679d40d93d9630d09ef,0,0,1100
pool_default,Mx125d7c86353fe92315b36b095d3d7e83bd1a97f2,0,235.709417031,1200
pool_default,Mx0dd27b79a5b0361d85895fed639bf8177160b554,0,20095.5698,6100
other,Mxa2729e0a0181553c8306ab210c324fd4625f5a4f,300,75,1100
pool_default,Mxa956dae89ec98e8066ec6a35ca46eac69c0213fb,0,0,6100
other,Mxa4bdd984905a431e624877a43ccfdcff28e414ca,0,0,6100
pool_default,Mxf9a81f7ee23cec6a79108e155f74f2c9fc6259c7,0,0,6300
pool_default,Mxc6cf68995674786841bf5679d40d93d9630d09ef,0,2624.770573945,0
other,Mx1de08381712d0253ee906e8e8b8860b93444873b,0,0,1100
other,Mx975eae477eb7ba451847a1c321f57af668d913c4,1000,250,1100
other,Mx246172b9c91aa536f90fda1a31dbd3482b828883,0,0,6100
other,Mx278edbff7ffb2addafff812f5065ee7302dbd450,0,0,1100
other,Mx38a0e8a77165428ca80cc55e2c2dabe4d8eee211,0,0,6100
other,Mxd150899a3af32179caafe2f1cf802a95d01e21c3,0,0,1100
other,Mx627663a6eb95a2df09bb14085ac0f794df3da9b3,0,0,1100
pool_default,Mx67eaed122b95a1112d98df680f7b59f2b1a75cbb,0,0,6100
pool_default,Mxa956dae89ec98e8066ec6a35ca46eac69c0213fb,0,11882.07275,0
other,Mx04f9b8c0e4f19411a5bdb7c396d508baef6afdd0,2859.21,714.8025,1100
pool_default,Mxb4576b0db60150322fadb5ebd7cdec73dbc75bfa,0,0,6100
pool_default,Mx6eae39d624af9e6f10c78e8dc82befb8cc4fa9b2,0,0,1500
pool_default,Mx79ff88c84b260284f488f46da25863ac49295f38,0,2500,1100
other,Mx310cfe5d3b060bf470bd32a36d03d166c4a699c5,0,0,6100
other,Mxd5b42337fd389eec662626fb375799b5400fa67c,0,0,1100
other,Mx042f2030da65c549d5bcaee796cda995c9e59c95,0,0,1100
other,Mx9d71ba48906f1cbf66f6c5def21cb5b54622f31c,0,0,1100
other,Mx13923431c1d415efbe6407281ed63de7e96c2329,0,0,1100
other,Mx3092384fbcdd9de9de46d8ef187127b70cae92b0,5557.065,1111.413,1100
other,Mx0f3794bdc6a424676db8f2cc62c6be0ff04f48b3,342878.12,83812.2128,1200
pool_default,Mx4f42f20ba12f341e9248bba41553ee0bd75c7542,0,0,1100
other,Mxe417f96e729d6ba9dde0e416d362680e0020656a,0,0,1100
other,Mxfaf52fe2d23c7f6b809a4e7d33a830a441221b61,0,0,1100
other,Mx73c3c8cb0be4451930b699204eb0041d1cbc3318,769.05,192.2625,1100
other,Mx655b5cd15dc192ed3e6f377cec84777d896c39c6,0,0,1100
other,Mx23224d0d61a57cd93a9c38ed4e5e4848f4e56f96,100.753,25.18825,1100
other,Mxf11584e61dcec9effb8fc8e4e81ebad1f4415a80,0,0,1100
other,Mxdc3bc5189d4df3ecbf643f901f186dc5e0d82d51,0,0,1100
pool_default,Mx04f36748951de5df67bf405072c0d75ba84a8a92,0,0,1200
pool_default,Mx4c0a606f8cfb0f735d26185bab8390c59589b9dc,0,327.67652795,6100
other,Mx533e53ae2473ae32a2e954c1c65c988582da2c77,0,0,100
pool_default,Mx547fed40deeb9006f6fdad4623df7bac195501ec,2431.6,486.32,1100
pool_default,Mx42808f39e86341165500dc3abb474ec10e5d7673,0,62.58984516075,0
pool_default,Mx45f6761e0563646f750fc9f1fa40d783b1ae8973,0,0,5000
pool_default,Mx38a0e8a77165428ca80cc55e2c2dabe4d8eee211,0,297.5185,0
other,Mx42808f39e86341165500dc3abb474ec10e5d7673,0,0,1100
other,Mxac4d498946cab5b8fb0acac3a2cb24b8b918b171,0,0,1100
other,Mx889ed92496c5526d52296e3bc2afefcb0ef85bd5,196,49,1100
other,Mx81ccf4e4d8c2191696906634ff4741b2961cc505,348.70038,87.175095,1100
other,Mx843f72bc951fd423321357093593d81a00e141ff,3998.0343,999.508575,6100
other,Mx8610961aa841800584e56fddac271a02cdc8d254,0,0,6100
pool_default,Mx03f2c043304d7984da1684e64a3f110964eba34b,0,0,1100
other,Mxd9bc7fd323626172bb49326388d8305abb45c963,0,0,1100
pool_default,Mx42808f39e86341165500dc3abb474ec10e5d7673,0,0,6100
other,Mxdbcbf80b3a6c79e30e3d34a39d72e6bd2896af8d,0,0,1100
other,Mx9d8af694c6bd4a6a6710eec0e539328f0f51a167,668.433,167.10825,6100
other,Mxfd866a5873516073350cc2d3882de41c39fb7354,0,0,1100
pool_default,Mxc038e137bbeb18589540104b016a70c1695be3ac,0,477.9371657475,1200
other,Mx5879e48b23be35c2b38aa117d2fb6469d3597b79,0,0,6100
other,Mxf7fc9f6c6dace5f845dbf852cf511c399151f868,0,0,1100
other,Mxdef4a2bdb7d209f26f2586d5d897881e6a104c85,8360.941958,1672.1883916,1100
pool_default,Mx3478e6daf3bf4cf581214179055004233af1a78b,0,589.7325,1100
other,Mx7e9097960d8c111a13d182fc487ef8d3dc36af93,0,0,1100
other,Mx5a046b681b15fd9e0d49b4c16d1cbd4916467924,3132.8,783.2,1100
pool_default,Mx9894cba0ce1decf5e1b2ad3e09bf8467058de0d1,0,44.5155737302,1100
other,Mx7fe2a3d8495f132e74328049cbedbc44eaea3274,0,0,1100
other,Mxcc441c7bf73374053506ac5c0b45dbbf690357d4,0,0,100
other,Mx2a23081198f86abe0390a96dc931fe08942cb5b4,0,0,1100
other,Mx74468aa212719127cd152311e8379def4a11c98c,446.929195328,111.732298832,1200
other,Mx79b0ce2dac3379026c96bbf79391b405b1da9ae8,0,0,6100
other,Mx575815a10592a3c98949ea14dfab234bb146d34e,0,0,1100
pool_default,Mx11d0299cb0801b539575c53277a19094abb2ce89,0,0,1200
other,Mx660eda6ac71a90a14d1a6b70bee1bfd392ab0456,0,0,1100
pool_default,Mx37b001e37b5009a576ac5e8c5c94e26ffa85dc5f,0,0,6100
pool_default,Mx26680df0de9a4b8223084f398506e654757d62c0,0,0,6100
other,Mx191c3060ca9d4def142ca3d46598e37ffc937996,0,0,1100
pool_default,Mxd3bfaaa5731c08baeb5e47e29b322ad91a7da449,99.96797283,0,1100
other,Mxc2b55e33d39eaeeda81a0e2b1d7ef95a09471526,0,0,1100
other,Mxcb92dfad8f87a88001491b717eefdd9bde30cfe6,0,0,1100
other,Mxbb98eabcb44e3afb16f7db3db9222ae5ce0ca06d,0,0,1100
other,Mx4f9546afce2755319dd643c19f565751097520a6,0,0,1100
pool_default,Mx2e1904f2d8f3259a3ef858b44bd1a8f06e9b8bfa,0,0,1100
other,Mxd9fb11eb387b8120ba8519e039b2e0cbf5cfd5ef,0,0,6100
other,Mxcaa0d9d715732c43363177411b44c3fbdf938acf,0,0,1100
pool_default,Mxd4cf67e3dc6ff3701fa1066670fda6e01041d4f1,138.979542191,27.7959084382,1100
other,Mxb29786dc771262f279e0b34dcd37ae326cfce12f,0,0,6100
other,Mxea133306d6259a907c23be609312d159fb103065,0,0,1200
other,Mx5b195353eeaafea7b14e92536153e559dcf4573e,0,0,1100
pool_default,Mxa249b106b37c3ef62b6dd071f52f0e5ef7aae15b,0,0,6100
pool_default,Mxca66e07d0509d9cb9b00dfcd9cd302200c32deb7,0,0,1100
other,Mx89a6f364d903502fc09abb9fb48477c73b22995c,0,0,1100
other,Mx027db494613acdb40c69d55f6f6c1b646ade6694,0,0,1100
pool_admin,Mx2a89a15e5be1cc9cfc8e6a28adcb2107e814bce0,33512.077,3351.2077,0
other,Mx7acca61e995bf9d1c431ecc8048c83450c5858cb,68.794,17.1985,1100
other,Mx2cb6da48513371655973281547fdf41569890241,0,0,1100
pool_default,Mx29abe78a07e75bba572f9e032053dd061eaa03d9,0,0,5000
other,Mxb45e3efaa2ca92f4d7cb8e632223609c57caa91a,0,0,1100
other,Mx67b4b1e502417fa900801e6fb6f90c4bef2a22cb,100,25,1100
pool_default,Mx8f3992829a2c1ba7799ee08b81c15e3e261a9562,0,0,6100
other,Mx981e708edb0e051ccf8f0906498fe274d7498c00,0,0,1100
other,Mx7096855dfe553b83bc770a13bf7a98209b5b40e5,0,0,1100
pool_default,Mxd006fb753be632d8cf68d68fed90f54a576ab1f7,0,489.725,6100
pool_default,Mx1e02495ff97f1a77d0c96c253570e38ce18f6ed0,0,2308.115,6100
pool_default,Mx96675e89152fbb6e199663a79886c023a71f2a8f,0,614.11,6100
other,Mx9d5000bb658e3cef426c3b5da1b13e2a708d218e,0,0,1100
pool_default,Mx73a6514894583d7404cac17ddda114c9d0ceefc9,0,0,6100
other,Mx10cdef5eea1ebcde67d2204c73c9ebb04b947311,1729.15362009,500.8439948878,6400
pool_default,Mx73a6514894583d7404cac17ddda114c9d0ceefc9,0,250.125375,0
pool_default,Mx94034889b0a78e51ce270db58fe794b998c7b728,0,4388.30475,1100
pool_default,Mx1d66e5961454a6341f891b0cae27702148c5a843,0,1618.90575,0
other,Mxdcbeec7d4175a81720b8970c11cd60833e629181,0,0,1100
pool_default,Mxbb9d4adb2841c6f57bf5112fe2cb0fdc5c2f5417,0,26.19045,6100
pool_default,Mxd6089c102accfd519c3a247fbf04f41cf4de9980,0,359.172,6100
other,Mx7e2bb1e222de64d67304244748076328a9a3a9e3,3330,832.5,1300
other,Mxa9e14f596134322830865644ecd78ef91358dfeb,0,0,1100
pool_default,Mxb96d9c1e952dde7de92a736e8f48ed4332c1051c,0,461.28625,6200
pool_default,Mx2e5673015d1cc1e45896f1d1918488c8681daa22,0,1250.00000325,1100
pool_default,Mx5d00118590a659e697b5a5172f443b7212092f96,0,0,6100
pool_default,Mx1f742b72478cbddc1f0067b5ea55d4e385278ce9,0,0,100
pool_default,Mx1e44bb7bc1c5e469ed1789d2dc84c25c98132e97,0,30.54676796,1100
other,Mx5897fb97511acedc2ce88a301b21a62a9601b7f6,0,0,6100
pool_default,Mxa4bdd984905a431e624877a43ccfdcff28e414ca,0,59.15625,0
pool_default,Mxa4bdd984905a431e624877a43ccfdcff28e414ca,0,0,1100
pool_default,Mx31c22f14a5dd7a57f6893b5bcf14f6877a482dfc,0,0,1100
other,Mxe1a9be2f8dd4594e7602d7d56ec6e5e5930302bb,0,0,1100
pool_admin,Mxe6732a97c6445edb0becf685dd92655bb4a1b838,17365268.599147414,3244141.55424539,6000
pool_default,Mxbec84d8e649b1bb4a4f9918a228ade3d0ba00de4,0,0,1100
pool_default,Mxcbaa3d6b9f148f65601e1aa2798827c9aebc1ca8,0,0,100
other,Mxe1a9be2f8dd4594e7602d7d56ec6e5e5930302bb,0,0,1100
other,Mxe1a9be2f8dd4594e7602d7d56ec6e5e5930302bb,0,0,1100
pool_default,Mxbec84d8e649b1bb4a4f9918a228ade3d0ba00de4,0,0,1100
pool_default,Mxbec84d8e649b1bb4a4f9918a228ade3d0ba00de4,0,0,1100
pool_default,Mxbec84d8e649b1bb4a4f9918a228ade3d0ba00de4,0,0,1100
pool_default,Mx65416fa18f3c3e1dbc70eb032ca3a53e85645315,0,9877.5,1100
pool_default,Mx6747a4ba3db5e373b6b4d219fa6060709cf8b977,0,213.30062,0
other,Mxc8cd3e03e6589cca50aaffb09012a0dab3721935,1000000,1250000,6100
other,Mx6747a4ba3db5e373b6b4d219fa6060709cf8b977,0,0,6100
other,Mxe1a9be2f8dd4594e7602d7d56ec6e5e5930302bb,0,0,6100
pool_default,Mxbec84d8e649b1bb4a4f9918a228ade3d0ba00de4,0,0,1100
pool_default,Mxbec84d8e649b1bb4a4f9918a228ade3d0ba00de4,0,0,1100
pool_default,Mxbec84d8e649b1bb4a4f9918a228ade3d0ba00de4,0,0,1100
pool_default,Mxbec84d8e649b1bb4a4f9918a228ade3d0ba00de4,0,0,1100
pool_default,Mxbec84d8e649b1bb4a4f9918a228ade3d0ba00de4,0,0,1100
pool_default,Mxbec84d8e649b1bb4a4f9918a228ade3d0ba00de4,0,0,1100
pool_default,Mxbec84d8e649b1bb4a4f9918a228ade3d0ba00de4,0,0,1100
pool_default,Mxbec84d8e649b1bb4a4f9918a228ade3d0ba00de4,0,295.8044,1700
other,Mxbaf44d495a06edef80ebf99892edac56e01c2504,0,0,1100
other,Mxb75ecf97deb5e484d1233fb138ed94c5039dd372,0,0,1100
pool_default,Mx62e2cc056ed2f5657e5ef74cafc276ddb1909b03,0,0,6100
pool_default,Mx739f8284b9007f255de81c2a2ee02a78181ccbd8,0,0,1100
